Country,2020/03/30 12:00:00,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32
Iceland,883.0,1096.0,1096.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,977.0,954.0,918.0,917.0,840.0,642.0,587.0,521.0,460.0,471.0,401.0,351.0,313.0,270.0,237.0,210.0,174.0,158.0,149.0,131.0,117.0,99.0,82.0,72.0,66.0,56.0,39.0,36.0,26.0,18.0,18.0,18.0,15.0,12.0,12.0,10.0,6.0,6.0,6.0,3.0,4.0,3.0,2.0,3.0,3.0
Panama,961.0,1921.0,1921.0,2031.0,2031.0,2174.0,2174.0,2174.0,2174.0,2449.0,2670.0,2670.0,2883.0,3132.0,3573.0,3809.0,3972.0,4013.0,4176.0,4318.0,4449.0,4593.0,4749.0,4865.0,5041.0,5245.0,5399.0,5540.0,5673.0,5768.0,5906.0,6252.0,6356.0,6458.0,6490.0,6654.0,6757.0,6953.0,3544.0,3517.0,3680.0,2510.0,2621.0,2778.0,2922.0,3100.0,3250.0,3366.0,3392.0,3496.0,3580.0,3697.0,3999.0,4341.0
Dominican Republic,817.0,1709.0,1709.0,1709.0,1825.0,1822.0,1822.0,1822.0,1822.0,1953.0,2151.0,2151.0,2396.0,2516.0,3217.0,3344.0,3658.0,3806.0,4091.0,4313.0,4336.0,4459.0,4604.0,4719.0,4831.0,4947.0,5018.0,4965.0,5131.0,5370.0,5588.0,5771.0,6015.0,6118.0,6221.0,6485.0,6658.0,6710.0,6913.0,7196.0,7371.0,7277.0,7566.0,7547.0,7758.0,7956.0,6039.0,5678.0,6169.0,5889.0,5843.0,5961.0,6110.0,6210.0
Peru,818.0,1209.0,1472.0,1472.0,1865.0,1546.0,1546.0,1546.0,1546.0,2888.0,3680.0,3680.0,4159.0,4928.0,8113.0,6097.0,6648.0,7388.0,8417.0,8912.0,10371.0,11693.0,12920.0,13518.0,16834.0,18701.0,19492.0,21157.0,22951.0,25520.0,28206.0,28900.0,31092.0,31601.0,34332.0,35757.0,38511.0,41121.0,42955.0,44069.0,44455.0,46678.0,49813.0,53186.0,54956.0,57746.0,61004.0,61838.0,60045.0,59028.0,62034.0,63606.0,64466.0,66708.0
Mexico,828.0,1416.0,1416.0,1681.0,1681.0,2011.0,2011.0,2011.0,2011.0,2374.0,2614.0,2614.0,2978.0,2174.0,3273.0,3686.0,4204.0,4220.0,4948.0,5433.0,6017.0,6947.0,7937.0,4502.0,5388.0,4972.0,5009.0,3760.0,4644.0,5942.0,6390.0,6580.0,7870.0,6696.0,6708.0,7149.0,8874.0,8048.0,8283.0,8457.0,9654.0,8463.0,8976.0,9643.0,9814.0,10251.0,10713.0,10913.0,11355.0,11628.0,12400.0,12813.0,13758.0,13802.0
Singapore,629.0,983.0,1025.0,1025.0,1098.0,1098.0,1098.0,1098.0,1098.0,1498.0,1444.0,1609.0,1609.0,1763.0,3037.0,3734.0,5273.0,5837.0,7235.0,8313.0,9291.0,10270.0,11139.0,11725.0,12610.0,13351.0,13842.0,14499.0,14967.0,15842.0,16264.0,16841.0,17352.0,17935.0,18661.0,19285.0,19975.0,20400.0,21020.0,21081.0,21425.0,21474.0,21268.0,20897.0,20087.0,19674.0,18981.0,18937.0,18977.0,18583.0,18286.0,18050.0,17711.0,17061.0
Argentina,709.0,1181.0,1181.0,1236.0,1234.0,1317.0,1317.0,1317.0,1317.0,1370.0,1450.0,1448.0,1518.0,1613.0,1863.0,1916.0,1963.0,2022.0,2098.0,2152.0,2153.0,2257.0,2350.0,2455.0,2565.0,2593.0,2666.0,2758.0,2879.0,2954.0,3015.0,3124.0,3183.0,3185.0,3284.0,3411.0,3488.0,3659.0,3748.0,3972.0,4127.0,4382.0,4284.0,4396.0,4626.0,4908.0,5126.0,5364.0,5544.0,5947.0,6483.0,7154.0,7378.0,7892.0
Serbia,686.0,2088.0,2088.0,2268.0,2268.0,2268.0,2268.0,2268.0,2268.0,2683.0,2683.0,2916.0,2916.0,3188.0,4374.0,4772.0,5046.0,5240.0,5443.0,5635.0,5783.0,5955.0,6074.0,6245.0,6476.0,6704.0,6904.0,7069.0,7259.0,7487.0,7641.0,7747.0,7720.0,7786.0,7754.0,7617.0,7482.0,7281.0,7087.0,6893.0,6668.0,6423.0,6249.0,6066.0,5912.0,5789.0,5667.0,5669.0,5595.0,5531.0,5312.0,5246.0,5155.0,5064.0
Slovenia,709.0,889.0,889.0,927.0,921.0,921.0,931.0,931.0,931.0,953.0,978.0,978.0,990.0,1002.0,1022.0,1033.0,1064.0,1057.0,1065.0,1065.0,1069.0,1076.0,1076.0,1088.0,1088.0,1098.0,1099.0,1099.0,238.0,1105.0,1109.0,1102.0,1101.0,1101.0,1103.0,1103.0,1103.0,1098.0,1098.0,1102.0,1100.0,1100.0,1094.0,1092.0,1092.0,1090.0,1089.0,28.0,23.0,22.0,22.0,22.0,21.0,21.0
Croatia,655.0,1076.0,1076.0,1097.0,1097.0,1097.0,1097.0,1097.0,1097.0,1168.0,1168.0,1243.0,1243.0,1190.0,1235.0,1227.0,1178.0,1178.0,1115.0,1063.0,1059.0,1033.0,1048.0,976.0,928.0,872.0,814.0,752.0,707.0,659.0,589.0,548.0,528.0,499.0,469.0,433.0,398.0,386.0,363.0,333.0,321.0,308.0,285.0,277.0,258.0,216.0,195.0,187.0,169.0,160.0,162.0,133.0,121.0,118.0
Diamond Princess,99.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
Colombia,682.0,1362.0,1362.0,1445.0,1445.0,1630.0,1630.0,1630.0,1630.0,1876.0,1980.0,1980.0,2196.0,2395.0,2522.0,2539.0,2652.0,2764.0,2902.0,2984.0,3149.0,3280.0,3419.0,3653.0,3842.0,4002.0,4134.0,4412.0,4522.0,4775.0,5141.0,5295.0,5606.0,5808.0,6222.0,6414.0,6749.0,7199.0,7481.0,7895.0,8309.0,8808.0,9288.0,9727.0,10210.0,10790.0,11249.0,11800.0,12272.0,12801.0,13247.0,13874.0,14754.0,15432.0
Estonia,656.0,1027.0,1027.0,1059.0,1059.0,1089.0,1089.0,1089.0,1089.0,1100.0,1141.0,1141.0,1187.0,1186.0,1265.0,1276.0,1312.0,1324.0,1330.0,1340.0,1331.0,1355.0,1353.0,1361.0,1361.0,1364.0,1364.0,1380.0,1388.0,1389.0,1390.0,1386.0,1389.0,1395.0,1394.0,1391.0,965.0,926.0,929.0,929.0,908.0,913.0,787.0,780.0,773.0,773.0,782.0,789.0,774.0,773.0,235.0,231.0,227.0,221.0
Hong Kong,519.0,695.0,695.0,696.0,696.0,693.0,693.0,693.0,693.0,677.0,677.0,677.0,661.0,641.0,529.0,485.0,452.0,420.0,392.0,376.0,352.0,333.0,333.0,281.0,281.0,247.0,223.0,204.0,188.0,177.0,172.0,157.0,137.0,117.0,105.0,97.0,81.0,74.0,62.0,59.0,53.0,39.0,39.0,30.0,30.0,28.0,27.0,27.0,26.0,26.0,33.0,33.0,32.0,32.0
Qatar,585.0,1477.0,1697.0,1697.0,1901.0,1901.0,1901.0,1901.0,1901.0,2164.0,2279.0,2279.0,2279.0,2475.0,3298.0,3681.0,4192.0,4490.0,4922.0,5451.0,5910.0,6442.0,7004.0,7706.0,8419.0,9265.0,10168.0,10777.0,11311.0,12027.0,12648.0,13326.0,13875.0,14369.0,15206.0,15890.0,16592.0,17819.0,18869.0,19753.0,20769.0,22116.0,23382.0,24902.0,25865.0,27169.0,28219.0,29055.0,29957.0,30481.0,31346.0,32569.0,33679.0,34521.0
Egypt,437.0,848.0,848.0,978.0,978.0,1080.0,1080.0,1080.0,1080.0,1152.0,1233.0,1233.0,1275.0,1367.0,1733.0,1881.0,1993.0,2107.0,2173.0,2262.0,2356.0,2448.0,2600.0,2723.0,2898.0,3041.0,3209.0,3379.0,3553.0,3764.0,4029.0,4256.0,4474.0,4745.0,5019.0,5304.0,5612.0,6028.0,6448.0,6800.0,7041.0,7223.0,7389.0,7632.0,7837.0,8157.0,8427.0,8679.0,9083.0,9555.0,10090.0,10705.0,11150.0,11694.0
UAE,509.0,1898.0,1898.0,1898.0,2161.0,2161.0,2161.0,2161.0,2161.0,2408.0,2708.0,2708.0,2926.0,3128.0,4298.0,4695.0,5077.0,5454.0,5454.0,5862.0,6266.0,6640.0,7063.0,7457.0,7855.0,8295.0,9110.0,9110.0,9502.0,10384.0,10384.0,10816.0,11274.0,11627.0,11893.0,12222.0,12503.0,12782.0,13196.0,13196.0,13446.0,13446.0,13657.0,13946.0,14293.0,14482.0,14626.0,14045.0,14045.0,13962.0,13906.0,13853.0,14184.0,14184.0
Iraq,362.0,623.0,623.0,623.0,684.0,684.0,684.0,684.0,684.0,681.0,667.0,659.0,659.0,645.0,524.0,498.0,495.0,478.0,448.0,449.0,423.0,402.0,423.0,418.0,453.0,470.0,473.0,519.0,565.0,617.0,645.0,651.0,709.0,704.0,758.0,776.0,815.0,838.0,870.0,924.0,918.0,898.0,951.0,1000.0,987.0,1013.0,1063.0,1117.0,1114.0,1152.0,1254.0,1285.0,1535.0,1571.0
New Zealand,457.0,929.0,929.0,918.0,918.0,927.0,927.0,927.0,927.0,921.0,908.0,908.0,886.0,855.0,622.0,582.0,544.0,507.0,454.0,426.0,401.0,370.0,344.0,325.0,310.0,270.0,239.0,226.0,216.0,208.0,202.0,201.0,191.0,164.0,151.0,136.0,122.0,103.0,102.0,90.0,78.0,74.0,65.0,56.0,49.0,45.0,45.0,40.0,35.0,30.0,28.0,28.0,27.0,27.0
Algeria,449.0,1078.0,1160.0,1160.0,1162.0,1162.0,1162.0,1162.0,1162.0,1130.0,1084.0,1084.0,1100.0,1090.0,1116.0,1137.0,1208.0,1273.0,1207.0,1235.0,1267.0,1304.0,1245.0,1304.0,1358.0,1449.0,1527.0,1561.0,1702.0,1777.0,1880.0,1964.0,2075.0,2185.0,2301.0,2324.0,2376.0,2414.0,2518.0,2543.0,2543.0,2554.0,2673.0,2755.0,2822.0,2870.0,2964.0,3021.0,3070.0,3006.0,3091.0,3080.0,3095.0,2922.0
Bahrain,223.0,268.0,294.0,294.0,348.0,341.0,341.0,341.0,341.0,355.0,363.0,377.0,441.0,479.0,1003.0,990.0,1011.0,1011.0,1119.0,1131.0,1182.0,994.0,1127.0,1397.0,1420.0,1450.0,1497.0,1493.0,1458.0,1532.0,1607.0,1708.0,1657.0,1781.0,1950.0,2066.0,2191.0,2408.0,2711.0,2863.0,3076.0,3330.0,3601.0,3835.0,3931.0,3973.0,4034.0,4410.0,4568.0,4308.0,4289.0,4300.0,4324.0,4537.0
Morocco,440.0,966.0,959.0,970.0,1001.0,1001.0,1001.0,1054.0,1054.0,1147.0,1212.0,1212.0,1276.0,1351.0,1876.0,2122.0,2235.0,2360.0,2387.0,2683.0,2830.0,2956.0,3059.0,3232.0,3330.0,3285.0,3344.0,3232.0,3222.0,3303.0,3280.0,3282.0,3258.0,3174.0,3231.0,3198.0,3174.0,3298.0,3305.0,3321.0,3282.0,3179.0,3182.0,3050.0,3062.0,2961.0,3006.0,2889.0,2817.0,2777.0,2756.0,2605.0,2545.0,2558.0
Ukraine,459.0,1253.0,1253.0,1389.0,1389.0,1581.0,1581.0,1581.0,1581.0,1790.0,2073.0,2073.0,2359.0,2605.0,3859.0,4291.0,4698.0,4961.0,5200.0,5597.0,5994.0,6479.0,6853.0,7142.0,7568.0,7925.0,8179.0,8513.0,8907.0,9176.0,9634.0,10077.0,10409.0,10506.0,10760.0,10955.0,11128.0,11425.0,11781.0,11952.0,12225.0,12270.0,12248.0,12381.0,12455.0,12661.0,12805.0,12696.0,12711.0,12900.0,12975.0,13046.0,13261.0,13388.0
Lithuania,452.0,821.0,820.0,857.0,857.0,889.0,889.0,889.0,889.0,931.0,974.0,923.0,949.0,933.0,920.0,907.0,978.0,1023.0,1047.0,1015.0,975.0,961.0,940.0,925.0,930.0,934.0,764.0,767.0,751.0,760.0,728.0,729.0,735.0,699.0,662.0,645.0,622.0,567.0,601.0,602.0,591.0,543.0,523.0,504.0,491.0,488.0,491.0,491.0,468.0,483.0,432.0,418.0,422.0,434.0
Lebanon,398.0,462.0,462.0,469.0,467.0,467.0,467.0,494.0,494.0,501.0,522.0,513.0,523.0,533.0,557.0,561.0,557.0,553.0,550.0,553.0,552.0,547.0,534.0,537.0,538.0,538.0,548.0,548.0,547.0,513.0,513.0,511.0,512.0,515.0,510.0,512.0,539.0,547.0,549.0,585.0,599.0,610.0,616.0,619.0,619.0,629.0,638.0,654.0,684.0,684.0,335.0,397.0,404.0,400.0
Armenia,391.0,763.0,763.0,758.0,758.0,758.0,758.0,758.0,758.0,773.0,777.0,776.0,780.0,803.0,783.0,780.0,705.0,726.0,737.0,768.0,816.0,840.0,841.0,846.0,885.0,931.0,971.0,1002.0,1105.0,1138.0,1230.0,1316.0,1397.0,1468.0,1607.0,1657.0,1768.0,1864.0,1943.0,1987.0,2061.0,2170.0,2239.0,2326.0,2437.0,2487.0,2743.0,2813.0,2785.0,2955.0,2980.0,3289.0,3516.0,3881.0
Hungary,361.0,639.0,639.0,699.0,699.0,743.0,743.0,743.0,743.0,818.0,1001.0,1001.0,1110.0,1193.0,1311.0,1400.0,1431.0,1477.0,1518.0,1598.0,1648.0,1655.0,1732.0,1723.0,1743.0,1805.0,1842.0,1891.0,1882.0,1931.0,1982.0,2029.0,2054.0,1993.0,1979.0,1966.0,1921.0,1904.0,1917.0,1905.0,1881.0,1809.0,1775.0,1688.0,1654.0,1662.0,1673.0,1677.0,1674.0,1659.0,1615.0,1576.0,1565.0,1554.0
Latvia,346.0,525.0,525.0,530.0,530.0,559.0,559.0,559.0,559.0,571.0,593.0,593.0,611.0,630.0,613.0,589.0,619.0,634.0,646.0,655.0,617.0,634.0,639.0,525.0,533.0,538.0,556.0,486.0,495.0,506.0,507.0,515.0,532.0,531.0,419.0,427.0,446.0,448.0,457.0,464.0,305.0,305.0,316.0,289.0,316.0,327.0,328.0,297.0,301.0,309.0,296.0,312.0,313.0,315.0
Bulgaria,324.0,488.0,488.0,501.0,512.0,516.0,516.0,516.0,516.0,539.0,546.0,556.0,560.0,572.0,624.0,644.0,671.0,681.0,705.0,751.0,794.0,841.0,926.0,983.0,1030.0,1087.0,1107.0,1133.0,1157.0,1199.0,1232.0,1231.0,1237.0,1269.0,1316.0,1343.0,1380.0,1401.0,1421.0,1429.0,1435.0,1474.0,1470.0,1491.0,1497.0,1505.0,1513.0,1501.0,1492.0,1484.0,1478.0,1474.0,1457.0,1441.0
Andorra,327.0,457.0,457.0,473.0,473.0,484.0,484.0,484.0,484.0,500.0,500.0,504.0,504.0,504.0,471.0,480.0,470.0,464.0,442.0,432.0,398.0,377.0,353.0,347.0,354.0,354.0,318.0,304.0,278.0,235.0,234.0,231.0,210.0,206.0,191.0,184.0,179.0,168.0,161.0,157.0,157.0,142.0,135.0,116.0,108.0,95.0,93.0,86.0,82.0,72.0,72.0,59.0,58.0,58.0
Bosnia and Herzegovina,309.0,598.0,598.0,653.0,663.0,667.0,667.0,667.0,667.0,711.0,722.0,721.0,743.0,799.0,816.0,847.0,848.0,883.0,890.0,854.0,855.0,874.0,874.0,828.0,833.0,833.0,840.0,840.0,961.0,961.0,956.0,988.0,993.0,993.0,956.0,973.0,983.0,1012.0,929.0,904.0,914.0,873.0,833.0,824.0,772.0,783.0,721.0,707.0,665.0,645.0,614.0,617.0,577.0,577.0
Costa Rica,309.0,436.0,436.0,447.0,447.0,457.0,457.0,457.0,457.0,470.0,506.0,506.0,513.0,525.0,555.0,564.0,557.0,554.0,543.0,532.0,513.0,495.0,484.0,465.0,445.0,425.0,404.0,393.0,384.0,375.0,364.0,355.0,347.0,337.0,336.0,327.0,314.0,306.0,294.0,284.0,277.0,277.0,280.0,287.0,291.0,292.0,288.0,281.0,295.0,305.0,301.0,301.0,301.0,300.0
Slovakia,312.0,524.0,524.0,566.0,566.0,566.0,566.0,566.0,566.0,683.0,676.0,690.0,690.0,703.0,818.0,802.0,865.0,920.0,920.0,927.0,946.0,1022.0,988.0,970.0,967.0,960.0,941.0,885.0,849.0,822.0,775.0,765.0,745.0,655.0,642.0,613.0,524.0,510.0,490.0,472.0,455.0,382.0,338.0,322.0,314.0,303.0,282.0,275.0,237.0,229.0,219.0,196.0,180.0,176.0
Tunisia,302.0,547.0,547.0,569.0,549.0,575.0,575.0,575.0,575.0,579.0,593.0,593.0,603.0,614.0,702.0,742.0,784.0,786.0,798.0,698.0,693.0,681.0,690.0,690.0,694.0,695.0,649.0,656.0,646.0,648.0,641.0,644.0,643.0,569.0,497.0,391.0,382.0,347.0,327.0,287.0,260.0,247.0,228.0,217.0,188.0,185.0,176.0,178.0,171.0,136.0,116.0,98.0,86.0,86.0
Uruguay,303.0,296.0,296.0,286.0,286.0,267.0,267.0,267.0,267.0,257.0,260.0,260.0,273.0,270.0,212.0,207.0,205.0,210.0,220.0,211.0,207.0,200.0,191.0,182.0,212.0,216.0,219.0,216.0,203.0,209.0,196.0,195.0,196.0,193.0,185.0,170.0,175.0,170.0,171.0,171.0,169.0,166.0,155.0,158.0,160.0,156.0,150.0,148.0,139.0,138.0,135.0,130.0,126.0,129.0
Taiwan,256.0,311.0,311.0,310.0,310.0,307.0,307.0,307.0,307.0,295.0,285.0,285.0,280.0,273.0,234.0,223.0,214.0,225.0,213.0,202.0,184.0,168.0,158.0,148.0,142.0,133.0,116.0,112.0,101.0,99.0,102.0,94.0,97.0,98.0,94.0,87.0,79.0,73.0,68.0,65.0,61.0,58.0,50.0,46.0,44.0,38.0,35.0,32.0,31.0,27.0,26.0,23.0,20.0,19.0
Kazakhstan,263.0,578.0,599.0,629.0,640.0,649.0,649.0,649.0,649.0,699.0,730.0,734.0,770.0,801.0,1061.0,1178.0,1227.0,1262.0,1321.0,1496.0,1523.0,1651.0,1752.0,1871.0,1981.0,2084.0,2232.0,2280.0,2429.0,2660.0,2820.0,2837.0,2877.0,2924.0,2970.0,3064.0,3140.0,3260.0,3197.0,3166.0,3139.0,3162.0,3131.0,3124.0,3109.0,3143.0,3150.0,3247.0,3336.0,3465.0,3719.0,3788.0,4073.0,4144.0
Moldova,259.0,909.0,909.0,904.0,994.0,992.0,992.0,992.0,992.0,1096.0,1204.0,1353.0,1334.0,1455.0,1763.0,1824.0,1817.0,1860.0,1948.0,1971.0,1981.0,2041.0,2091.0,2198.0,2385.0,2382.0,2454.0,2556.0,2473.0,2506.0,2586.0,2594.0,2570.0,2571.0,2683.0,2584.0,2713.0,2644.0,2781.0,2776.0,2840.0,2903.0,3045.0,3131.0,3315.0,3383.0,3505.0,3496.0,3611.0,3372.0,3518.0,3241.0,3031.0,3130.0
North Macedonia,250.0,519.0,519.0,543.0,543.0,543.0,543.0,543.0,543.0,596.0,596.0,638.0,638.0,685.0,831.0,914.0,929.0,957.0,977.0,971.0,952.0,931.0,943.0,932.0,934.0,825.0,781.0,761.0,742.0,650.0,606.0,572.0,482.0,441.0,427.0,394.0,404.0,397.0,419.0,415.0,373.0,377.0,370.0,393.0,392.0,397.0,398.0,382.0,381.0,381.0,409.0,422.0,443.0,447.0
Jordan,238.0,230.0,217.0,217.0,209.0,209.0,209.0,209.0,209.0,202.0,204.0,204.0,195.0,197.0,144.0,136.0,135.0,137.0,134.0,136.0,124.0,113.0,112.0,108.0,105.0,103.0,100.0,93.0,87.0,83.0,87.0,84.0,85.0,86.0,87.0,87.0,104.0,114.0,126.0,142.0,163.0,177.0,181.0,184.0,186.0,194.0,196.0,207.0,223.0,217.0,218.0,230.0,225.0,228.0
Kuwait,188.0,561.0,561.0,637.0,637.0,637.0,743.0,743.0,743.0,798.0,869.0,869.0,1020.0,1091.0,1296.0,1296.0,1465.0,1603.0,1619.0,1657.0,1792.0,1887.0,1772.0,1943.0,2217.0,2249.0,2254.0,2241.0,2327.0,2459.0,2745.0,2883.0,3169.0,3291.0,3732.0,4028.0,4142.0,4695.0,4952.0,5901.0,6314.0,7101.0,7683.0,8436.0,9124.0,9852.0,10645.0,11234.0,11962.0,12559.0,13275.0,13911.0,14569.0,15181.0
San Marino,196.0,199.0,199.0,210.0,210.0,205.0,205.0,205.0,205.0,229.0,250.0,260.0,260.0,268.0,304.0,333.0,339.0,356.0,362.0,362.0,374.0,386.0,398.0,409.0,409.0,433.0,433.0,448.0,453.0,450.0,456.0,456.0,455.0,455.0,456.0,470.0,475.0,468.0,470.0,461.0,457.0,436.0,441.0,435.0,422.0,414.0,412.0,410.0,403.0,395.0,382.0,366.0,357.0,357.0
Burkina Faso,187.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,257.0,273.0,273.0,273.0,302.0,284.0,257.0,228.0,208.0,202.0,186.0,200.0,181.0,165.0,163.0,146.0,137.0,124.0,120.0,100.0,96.0,88.0,73.0,77.0,81.0,92.0,126.0,126.0,130.0,131.0,125.0,126.0,127.0,130.0,130.0,134.0,127.0,101.0,93.0,93.0,96.0,91.0,90.0,90.0,90.0
Cyprus,193.0,411.0,411.0,411.0,438.0,438.0,438.0,438.0,438.0,465.0,501.0,532.0,527.0,545.0,638.0,646.0,661.0,670.0,674.0,679.0,674.0,679.0,684.0,692.0,648.0,655.0,659.0,674.0,680.0,539.0,546.0,553.0,561.0,563.0,567.0,572.0,474.0,476.0,476.0,481.0,484.0,438.0,439.0,409.0,412.0,382.0,384.0,385.0,385.0,389.0,345.0,349.0,316.0,324.0
Albania,169.0,240.0,240.0,230.0,230.0,230.0,230.0,224.0,224.0,222.0,211.0,211.0,213.0,206.0,218.0,230.0,230.0,222.0,231.0,238.0,251.0,251.0,257.0,282.0,282.0,288.0,289.0,289.0,281.0,272.0,239.0,233.0,229.0,229.0,206.0,206.0,199.0,198.0,198.0,187.0,163.0,161.0,173.0,180.0,180.0,200.0,190.0,176.0,175.0,167.0,173.0,175.0,177.0,177.0
Azerbaijan,190.0,590.0,590.0,665.0,665.0,665.0,665.0,665.0,665.0,816.0,816.0,822.0,822.0,847.0,836.0,808.0,797.0,765.0,667.0,626.0,595.0,591.0,580.0,558.0,516.0,485.0,494.0,474.0,476.0,455.0,464.0,458.0,466.0,478.0,526.0,563.0,625.0,675.0,771.0,837.0,877.0,925.0,934.0,1011.0,1058.0,1158.0,1220.0,1292.0,1279.0,1335.0,1365.0,1410.0,1427.0,1466.0
Vietnam,169.0,150.0,150.0,126.0,126.0,125.0,125.0,125.0,125.0,127.0,111.0,113.0,113.0,114.0,93.0,70.0,67.0,67.0,61.0,52.0,46.0,44.0,43.0,50.0,45.0,45.0,45.0,48.0,48.0,51.0,51.0,51.0,52.0,39.0,39.0,39.0,47.0,47.0,47.0,39.0,39.0,36.0,36.0,52.0,54.0,58.0,60.0,61.0,61.0,60.0,58.0,57.0,58.0,58.0
R̩union,182.0,304.0,309.0,309.0,309.0,318.0,318.0,318.0,318.0,322.0,322.0,322.0,342.0,348.0,154.0,157.0,165.0,170.0,171.0,170.0,172.0,172.0,174.0,112.0,117.0,117.0,118.0,118.0,120.0,120.0,122.0,123.0,123.0,124.0,125.0,125.0,73.0,72.0,77.0,82.0,82.0,83.0,85.0,86.0,87.0,89.0,89.0,92.0,92.0,35.0,37.0,37.0,40.0,40.0
Oman,144.0,268.0,268.0,302.0,302.0,345.0,345.0,345.0,345.0,346.0,372.0,372.0,434.0,487.0,839.0,888.0,998.0,1027.0,1165.0,1262.0,1368.0,1401.0,1456.0,1566.0,1655.0,1675.0,1757.0,1900.0,1843.0,1941.0,1722.0,1806.0,1809.0,1865.0,2002.0,1965.0,2072.0,2139.0,2265.0,2345.0,2454.0,2713.0,3021.0,3256.0,3573.0,3699.0,3858.0,4071.0,4355.0,4519.0,4941.0,5375.0,5801.0,5800.0
